27.05.2025 23:00:26 CEST,11,C8FJ558Z,LX8YD5JT,326,"Der M. bulbo-cavernosus der Frau umschnürt die Scheide , beim Manne bedeckt er den Bulbus des Corpus cavernosum urethrae .
Der M. ischiocavernosus bedeckt die Wurzeln des paarigen Schwellkörpers bzw. die Crura clitoridis und drängt das Blut in die Schwellkörper .
"
27.05.2025 23:00:26 CEST,12,C8FJ558Z,NL2TX777,320,"ie Bulbi vestibuli bestehen aus venösen Netzen , die durch Bindegewebe mit einigen glatten Muskelzellen zusammengehalten werden und außen eine dünne Bindegewebshülle besitzen .
Die Venen sind zum Teil kavernös erweitert und bilden bei ihrer Füllung weich geschwellte Kissen , die den Scheideneingang auspolstern .
Eine steife Erektion findet ebensowenig statt , wie bei den entsprechenden Schwellkörpern der Harnröhre des Mannes .
"
27.05.2025 23:00:26 CEST,13,C8FJ558Z,RIZP4HVE,324,"Die Grundlage bildet der M. transversus berinei profundus , der als Abkömmling des Sphincter cloacae Anheftungen am Skelet gefunden hat und nur mit seinen hinteren Fasern quer verläuft , die übrigen runden in bogenförmigem Verlauf den Schambeinwinkel aus .
In das mittlere Feld ist die Urethra eingelagert .
Sie wird von Kreisfasern umgeben , die den M. sphincter urethrae diaphragmaticae bilden und bis zur Prostata emporreichen ( s.
S. 234 ) .
Viele Ringfasern sind hinter der Harnröhre durch ein Septum unterbrochen .
Diesem Feld ist auch der Bulbus corporis cavernosi urethrae angelagert .
Der ihn bedeckende M. bulbocavernosus strahlt mit Längsfasern in dorso-ventraler Richtung in die Muskelplatte ein .
"
27.05.2025 23:00:26 CEST,14,C8FJ558Z,S2IQZ76I,325,"er M. ischiocavernosus bedeckt die paarigen Schwellkörper , die als Crura corporis cavernosi penis bzw. als Crura clitoridis an die unteren Schambeinäste angeheftet sind .
"
27.05.2025 23:00:27 CEST,15,C8FJ558Z,U5RX6Z2G,275,"Wird die Verwachsung der Geschlechtsspalten gestört , so entsteht als Hemmungsmißbildung die Zypospadie , bei der die Harnröhre auf ihrer Unterseite in verschieden weitem Grade gespalten ist , so daß der Harn sogar an der Peniswurzel herunter träufeln kann .
Bei hochgradigen Formen tritt ükerhaupt kein Verschluß ein , auch die Geschlechtswülste bleiben getrennt , der Geschl-chtshöcker bleibt kurz wie eine Klitoris , es entsteht ein männlicher Scheinzwitter ( Pseudohermaphroditismus externus masculinus ) .
"
27.05.2025 23:00:27 CEST,16,C8FJ558Z,WRD2EW97,273,"Die Geschlechtsspalte bildet sich in der Mittellinie des unpaaren Geschlechtshöckers ( Tuber genitale oder Phallus ) , sie wird flankiert von den Geschlechtsfalten .
Das vordere Ende verdickt sich und wird zur Glans ( Abb .
161 a ) .
"
27.05.2025 23:00:27 CEST,17,C8FJ558Z,XMHHYMIP,321,"Die sensiblen Nerven gelangen aus dem N. ilioinguinalis als Rr .
labiales zu den großen Schamlippen ( obere Partie ) , die untere Partie wird vom N. pudendalis , durch die Nn .
labiales versorgt .
Dazu kommen Rr .
genitales aus dem N. genitofemoralis .
Ein R. dorsalis clitoridis gelangt auf den Rücken der Klitoris .
Ferner kommen sympathische Fasern aus dem großen Beckengeflecht .
"
27.05.2025 23:00:28 CEST,18,C8FJ558Z,XWZNHQ9N,326,"Der M. ischiocavernosus der Frau ist bedeutend kleiner und vorwiegend sehnig .
Nur in der Nähe des Ursprungs ist er noch fleischig .
Auch er kann das Blut im Schwellkörper nach vorn zur Eichel hintreiben .
"
27.05.2025 23:00:28 CEST,19,C8FJ558Z,YUGKY9SF,275,"eim weiblichen Geschlecht ( Abb.16la , b ) wird der Geschlechtshöcker zur Klitoris , die Geschlechtsfalten bilden die kleinen Schamlippen und die Geschlechtswülste lassen die großen Schamlippen aus sich hervorgehen .
"
27.05.2025 23:00:28 CEST,20,ELEVP32P,28FAM7YK,677f,"Unmittelbar vor der hinteren Kommissur sind die Labia minora durch eine zarte quer verlaufende Hautfalte , dem Frenulum labiorum verbunden .
Vor dem Frenulum labiorum liegt eine Vertiefung , die Fossa vestibuli vaginae ( navicularis ) .
Ventral ziehen kleine Falten von den Labia minora zur Clitoris , nämlich das Frenulum clitoridis und das Praeputium clitoridis .
"
27.05.2025 23:00:28 CEST,21,ELEVP32P,64Q9G7MU,679,"Arterien .
Aus der A. pudenda interna versorgen • die A. bulbi vestibuli den Bulbus vestibuli , • die Aa .
profunda et dorsalis clitoridis die Clitoris , • die A. perinealis die Mm. bulbospongiosus et ischiocavernosus , • die Rami labiales posteriores die Labia majores et minores .
Zu den Schamlippen ziehen zusätzlich die Rr .
labiales anteriores der Aa .
pudendae externae der A. femoralis .
"
27.05.2025 23:00:29 CEST,22,ELEVP32P,6LTWF36Y,678f,"Die Glans clitoridis ragt zwischen dem ventralen Teil der großen Schamlippen als kleines rundliches Knöpfchen hervor .
Sie wird gemeinsam mit dem Corpus clitoridis vorn und seitlich vom Praeputium clitoridis , einer kleinen Hautfalte , umgeben .
Von der Unterseite des Kitzlers zieht das Frenulum clitoridis beiderseits zu den kleinen Schamlippen .
Zwischen Clitoris und Praeputium clitoridis bildet sich aus abgestoßenen Epithelzellen und dem Sekret der Talgdrüsen eine weißliche Masse , das Smegma clitoridis .
Die Schleimhaut der Clitoris hat zahlreiche Nervenendkörperchen .
"
27.05.2025 23:00:29 CEST,23,ELEVP32P,6Z9GAWQU,678,"Die Schwellkörper der Vulva sind der Kitzler , Clitoris , und der Bulbus vestibuli ( Abb .
5.225 ) .
Die Clitoris entspricht den Corpora cavernosa penis des Mannes und besteht aus den Crura clitoridis , dem Corpus clitoridis und der Glans clitoridis .
Die Crura clitoridis entspringen , vom M. ischiocavernosus bedeckt , am Ramus inferior ossis pubis und vereinigen sich vor dem Lig .
pubicum inferius zum Klitorisschaft , Corpus clitoridis .
Grundlage des Kitzlers bildet der paarige Schwellkörper , Corpus cavernosum clitoridis .
Im Corpus clitoridis wird das vom linken und rechten Crus clitoridis kommende Corpus cavernosum durch das Septum corporum cavernosorum unvollständig getrennt .
Das Corpus cavernosum wird von der Fascia clitoridis überzogen .
In die Faszie strahlen die kleinen Ligamenta suspensorium et fundiforme clitoridis ein .
"
27.05.2025 23:00:29 CEST,24,ELEVP32P,ALVRZZAC,679,"Die beiden Bulbi vestibuli entsprechen dem Corpus spongiosum penis des Mannes und liegen zu beiden Seiten des Vestibulum vaginae .
Sie bestehen aus einem starken Venenplexus , werden von einer zarten Tunica albuginea überzogen und bilden weiche , schwellbare Polster .
"
27.05.2025 23:00:30 CEST,25,ELEVP32P,AP2VNHFJ,617,"F. : Der Muskel wirkt bei der Erektion des Penis bzw. der Clitoris mit .
"
27.05.2025 23:00:30 CEST,26,ELEVP32P,E5PSGMQY,639,"Aus dem Sinus urogenitalis entstehen der Scheidenvorhof ( Vestibulum vaginae ) , aus dem Geschlechtshöcker der Kitzler ( Clitoris ) , aus den Geschlechtsfalten die kleinen Schamlippen ( Labia minora ) und aus den Geschlechtswülsten die großen Schamlippen ( Labia majora ) .
"
27.05.2025 23:00:30 CEST,27,ELEVP32P,J6U8NVFH,635,"Zu den äußeren Geschlechtsorganen der Frau gehören der Schamberg , Mons pubis ( veneris ) , die großen und kleinen Schamlippen , Labia majora et minora pudendi , mit der Schamspalte , Rima pudendi , der Kitzler , Clitoris , und der Scheidenvorhof , Vestibulum vaginae .
"
27.05.2025 23:00:30 CEST,28,ELEVP32P,KHDV8YD7,678,"Scheidenvorhof , Vestibulum vaginae ( Abb .
5.224 ) .
Der Scheidenvorhof ist der zwischen den Labia minora gelegene Raum , welcher ventral durch das Frenulum clitoridis und dorsal durch das Frenulum labiorum abgegrenzt wird .
"
27.05.2025 23:00:31 CEST,29,ELEVP32P,R9LRX28T,679,"Klinik : Clitoris und Labia minora sind Reizorgane , die auf taktile Reize das Nervensystem erotisieren .
"
27.05.2025 23:00:31 CEST,30,ELEVP32P,RWJZIZX5,619,"Bei der Frau liegen im Saccus subcutaneus perinei die Crura clitoridis und der Bulbus vestibuli , beim Mann die Crura penis und der Bulbus penis .
"
27.05.2025 23:00:31 CEST,31,ELEVP32P,VH7WUSLP,617,"M. bulbospongiosus ( M. bulbocavernosus ) O. : Centrum perinei I. : beim Mann am Dorsum penis , bei der Frau an der Faszie des Corpus clitoridis F. : Bei der Frau kann der Muskel das Vestibulum vaginae willkürlich verengen ( M. sphincter cunni ) .
Beim Mann unterstützt er die Ejakulation .
"
27.05.2025 23:00:32 CEST,32,ELEVP32P,VW4V4EAS,680,"Venen .
Der Abfluss des venösen Blutes erfolgt einerseits über die Vv. dorsalis profunda clitoridis , profundae clitoridis , bulbi vestibuli et labiales posteriores in die V. pudenda interna und andererseits über die Vv. labiales anteriores et dorsales superficiales clitoridis in die Vv. pudendae externae und V. femoralis .
Lymphgefäße .
Die Lymphe fließt über die Nll .
inguinales superficiales in die Nll .
iliaci externi .
Nerven .
Aus dem N. pudendus ( S2 – 4 ) kommen der N. dorsalis clitoridis und die Nn .
perineales , welche Nn .
labiales posteriores zu den Labia majora und Rr .
musculares zur Dammmuskulatur abgeben .
• Die Nn .
labiales anteriores aus dem N. ilioinguinalis , der R. genitalis n. genitofemoralis sowie • die Rr .
perineales des N. cutaneus femoris posterior sind ebenfalls an der Innervation der Vulva beteiligt .
• Die Nn .
cavernosi clitoridis enthalten vegetative Fasern aus dem Plexus pelvicus .
"
27.05.2025 23:00:32 CEST,33,ELEVP32P,X9IVTBQ4,693,"Das Corpus cavernosum penis entspringt wie die Clitoris mit den Crura penis von den unteren Schambeinästen .
"
27.05.2025 23:00:32 CEST,34,ELEVP32P,YVM83VLD,616,"M. ischiocavernosus O. : Ramus ossis ischii Der Muskel setzt an der Tunica albuginea der Crura penis sive clitoridis an und bedeckt das Crus penis bzw. clitoridis .
"
27.05.2025 23:00:32 CEST,35,HBA4D47V,2R4V3B6N,841,"Blutversorgung : Aus der A. pudenda interna gehen die Rr .
labiales posteriores zu den kleinen Schamlippen , die A bulbi vestibuli zum Bulbus vestibuli , die A. profunda clitoridis zum Crus clitoridis und die A. dorsalis clitoridis zur Glans clitoridis .
Die Rr .
labiales anteriores der A , pudenda externa profunda versorgen Teile der großen Schamlippen .
Die V. dorsalis clitoridis nimmt das Blut der Glans und des Corpus clitoridis auf .
Der Bulbus vestibuli schickt seine Venen zu den Plexus venosus uterinus et vaginalis , zum Teil in die Vv. obturatoriae .
Außerdem bestehen Verbindungen zu den übrigen Venen der äußeren Geschlechtsorgane .
"
27.05.2025 23:00:33 CEST,36,HBA4D47V,3LVD7FZY,841,"Den Schwellkörpern des Vorhofs , Bulbi vestibuli ( Abb .
8.6-2 ) , entspricht das Corpus spongiosum penis , Sie liegen zwischen der unteren Faszie des Diaphragma urogenitale und dem M. bulbospongiosus in der Seitenwand des Scheidenvorhofs .
Ihre hinteren Enden sind keulenförmig verdickt und liegen nahe der BARTHOLINSChen Drüsen .
Ihre vorderen Enden vereinigen sich und haben Blutgefäßverbindungen mit der Klitoris .
Sie sind ungefähr 3 cm lang und bestehen aus einem Venengeflecht , z.T.
kavernös erweitert , das von glatten Muskelzellen umgeben ist , Es schwillt bei sexueller Erregung an .
"
27.05.2025 23:00:33 CEST,37,HBA4D47V,497IZEDJ,876,"Nach der Einführung des Penis ( Immissio penis ) werden die Mechanorezeptoren in der Haut der Vaginalmanschette gereizt , was die Blutfülle weiter steigert , zu einer stärkeren Schwellung von Bulbus vestibuli und Klitoris und zu einer Verlängerung der Scheide führt .
"
27.05.2025 23:00:33 CEST,38,HBA4D47V,69K4S6BA,840,"Dorsal der Klitoris mündet die Harnröhre , Urethra feminina , mit dem rundlichen oder schlitzförmigen Ostium urethrae externum ( Abb , 8.6-1 ) .
"
27.05.2025 23:00:34 CEST,39,HBA4D47V,7SXNBUBU,840,"Die Klitoris selbst ist durch das Lig .
suspensorium clitoridis am unteren Symphysenrand befestigt .
Die Klitoris weist zahlreiche sensorische Nervenendigungen auf .
Die Schwellkörper enthalten Hohlräume , die bei Blutfüllung zu einer geringen Aufrichtung der Klitoris führen .
Dies geschieht bei Berührung und sexueller Erregung .
Über den Kitzler nimmt die Frau die stärksten sexuellen Reize auf , stärkere Reize als durch die Sensorik der Scheide ( Kap .
8.6.9 ) .
"
27.05.2025 23:00:34 CEST,40,HBA4D47V,9G3ND5CT,756,"Der oberflächliche Dammraum enthält darüber hinaus die Wurzeln von Penis bzw. Klitoris und somit auch die Schwellkörpermuskeln , M. ischiocavernosus und M. bulbospongiosus .
Der M. ischiocavernosus entspringt vom Ramus ossis ischii und endet in der Tunica albuginea des Crus penis bzw. des Crus clitoridis , Der M. bulbospongiosus nimmt seinen Ursprung im Corpus perineale , beim Mann entspringt er zusätzlich von der Raphe penis und strahlt auf dem Penisrücken in die Fascia penis ein .
Bei der Frau umfasst der M. bulbospongiosus den Bulbus vestibuli und inseriert symphysenwärts in der Klitoris .
"
27.05.2025 23:00:34 CEST,41,HBA4D47V,ATWZCEVK,838,"Funktion : Die Schamlippen dienen dem Verschluss der Genitalöffnung und dem Infektionsschutz , die Klitoris der Vermittlung sexueller Erregung und die Vorhofdrüsen der Abwehr und der Lubrikation des Scheideneinganges .
"
27.05.2025 23:00:34 CEST,42,HBA4D47V,AW8GI26B,840,"In das dorsale Drittel des Vestibulums münden auf jeder Seite etwa bei „ 8 und 4 Uhr “ die Scheidenvorhofdrüsen , GII .
vestibulares majores , BartHoLINsche Drüsen ( Abb .
8.6-1 ) , mit ca , 1-2 cm langen Ausführungsgängen .
Dabei handelt es sich um bohnengroße muköse Drüsen , die zwischen dem Diaphragma urogenitale und dem dorsalen Ende der Bulbi vestibuli in der Tiefe der großen Schamlippen liegen .
S
"
27.05.2025 23:00:35 CEST,43,HBA4D47V,BY3DF8LD,839,"Der Kitzler , Clitoris , ist ein reich sensorisch innerviertes , leicht erektiles Organ , das entwicklungsgeschichtlich dem männlichen Penis entspricht .
Im Unterschied zum Penis sind die Corpora cavernosa und die Harnröhre bei der Frau nicht in einem Organ vereint .
Die Funktion der Klitoris ist die Aufnahme und Erhöhung der sexuellen Erregung .
Der Kitzler liegt dorsal der vorderen Kommissur und des Präputiums , etwa 2,5 cm ventral der Harnröhrenmündung ( Abb .
8.6-1 ) .
Zwei kurze Schwellkörper , Corpora cavernosa clitoridis , die von einem Septum geteilt und von einer faserreichen Bindegewebelage , Fascia clitoridis , umhüllt sind , bilden den Klitoriskörper , Corpus clitoridis .
Er endet knötchenförmig mit der Eichel , Glans clitoridis .
Die beiden Corpora cavernosa entspringen als deutlich größere Schwellkörper , Klitorisschenkel ( Crura clitoridis ) ( Abb .
8.6-2 ) , am Unterrand der Schambeinäste .
Die Schenkel werden durch die Mm. ischiocavernosi ( Abb .
8.2-7 ) bedeckt und verankert .
"
27.05.2025 23:00:35 CEST,44,HBA4D47V,C54SNUUY,839,"Während die großen Schamlippen durch subkutanes Fettgewebe konturierte und von Epidermis überzogene Hautwülste sind , sind die kleinen Schamlippen , Labia minora pudendi , dünne Hautfalten , Sie liegen meistens auch beim Spreizen der Beine aneinander und bedecken damit den Scheideneingang , Introitus vaginae , und die Mündung der Harnröhre .
Bei geschlossenen Oberschenkeln werden sie von den großen Schamlippen größtenteils bedeckt .
Ventral spalten sie sich auf .
Mit dem tiefer gelegenen Teil ziehen sie als Kitzlerzügel , Frenula clitoridis , zur Klitoris .
Die oberflächlichen Anteile gehen in die Kitzlervorhaut , Praeputium clitoridis , über , die die Klitoris bedeckt ( Abb .
"
27.05.2025 23:00:35 CEST,45,HBA4D47V,CQEKF29L,872,"Reifezeichen für neugeborene Mädchen sind die Bedeckung der kleinen Labien durch die großen , beidseits tastbares Brustdrüsengewebe mit einem Durchmesser ein- oder beidseits von mehr als 1 cm und die gute Ausbildung der Brustwarzen .
Die Klitoris ist im Verhältnis zu den anderen Genitalorganen relativ groß .
"
27.05.2025 23:00:35 CEST,46,HBA4D47V,DYAZ9PKM,755,"Die untere Abteilung des Spatium retropubicum enthält die Vv. dorsalia clitoridis .
"
27.05.2025 23:00:36 CEST,47,HBA4D47V,GE9YE6A7,876,"Stimuli der sexuellen Reaktion sind taktile Reizung des äußeren Genitales , besonders von Klitoris , Präputium und Frenuli clitoridis und Innenfläcdehre kleinen Labien , der vorderen suburethralen Scheidenwand ( sog.
Gräfenberg- ( G- ) Zone ) sowie Reizung extragenitaler erogener Zonen und zentralnervöse Erregung , z.B. Phantasien .
"
27.05.2025 23:00:36 CEST,48,HBA4D47V,GKX8LMRK,839,"Der äußere Teil der großen Schamlippen ist behaart und pigmentiert , der innere unbehaart , unpigmentiert und rötlich gefärbt .
Talg- , Schweiß- und Duftdrüsen sind auf der Innenseite reichlicher als auf der Außenseite .
Das Stroma der Schamlippen besteht aus Binde- und Fettgewebe , in dem Nerven und glatte Muskelzellen vorkommen ( ähnlich wie in der Tunica dartos des Skrotums ; Kap .
8.5.1 ) .
In der Subkutis liegen ein sich in der Pubertät ausbildendes Fettpolster und ein Venenplexus .
Der Venenplexus ist Hauptbestandteil des Schwellkörpers , Bulbus vestibuli ( Abb .
8,6-2 ) , und wird vom M. bulbospongiosus ( Abb .
8.2-7 ) bedeckt .
Bei Füllung der Bulbi schwellen die großen Schamlippen an ( Kap .
8.6.9 ) .
"
27.05.2025 23:00:36 CEST,49,HBA4D47V,KEINYR3G,875,"Die Reizung der Klitoris dient der Aufnahme , Auslösung und Erhöhung der sexuellen Erregung .
Die Corpora cavernosa clitoridis schwellen an , im geringen Umfang auch die Glans clitoridis .
Durch eine Retraktion der Crura clitoridis wird die Klitoris in Richtung Symphysenrand unter das Präputium gezogen .
"
27.05.2025 23:00:37 CEST,50,HBA4D47V,KLM2I7DD,838,"Zum äußeren Genitale zählen Schamberg ( Mons pubis ) , große ( Labia majora pudendi ) und kleine Schamlippen ( Labia minorapudendi ) , Kitzler ( Clitoris ) , Scheidenvorhof ( Vestibulum vaginae ) und die Scheidenvorhofdrüsen ( GIl .
vestibulares major et minores ) ( Abb , 8.6-1 ) .
"
27.05.2025 23:00:37 CEST,51,HBA4D47V,NPEYU4CQ,748,"Die kleinen Schamlippen , Labia minora pudendi , entstehen aus den Genitalfalten .
Sie setzen sich ventral im Praeputium clitoridis fort , dessen Falten sich vor der Klitoris vereinen .
Die Klitoris ist ein Derivat des Genitalhöckers ,
"
27.05.2025 23:00:37 CEST,52,HBA4D47V,W2Q7Z8ZE,867,"Die Vulva und die Vagina sind in der Schwangerschaft blutreicher und ihre Pigmentierung nimmt zu .
Die Vaskularisierung der Vagina während der Schwangerschaft führt zur Ausbildung von Venen , die funktionelle Schwellkörper um die Vagina bilden .
"
27.05.2025 23:00:37 CEST,53,HBA4D47V,ZR294NUB,748,"Angeborene Hyperplasien der Klitoris oder der Labia minora entstehen durch androgene Hormoneinflüsse von mütterlicher Seite oder im Rahmen eines adrenogenitalen Syndroms , bei dem , bedingt durch eine Stoffwechselstörung , die fetalen Nebennieren vermehrt Androgene ausschütten ( virilisierende Hyperplasi deer Nebennieren ) .
"
27.05.2025 23:00:38 CEST,54,HBA4D47V,ZR6QMVF7,841,"Dazu kommen Rr .
genitales aus dem N. genitofemoral N. dorsalis clitoridis gelangt auf den Rücken der Klitoris .
Ferner kommen sympathische Fasern aus dem Plexus hypogastricus inferior .
Sie begleiten hauptsächlich die A. pudenda interna und regulieren die Durchblutung des Schwellkörpers .
"
27.05.2025 23:00:39 CEST,61,M45LADVB,3L832H7C,263,"Die Bulbi vestibuli liegen als dichte Venengeflechte dem Vestibulum vaginae auf und stehen mit dem kavernösen Gewebe der Clitoris in Zusammenhang .
"
27.05.2025 23:00:40 CEST,64,M45LADVB,3D8N38KZ,266,"Das Corpus cavernosum penis erhält dadurch aber jene Festigkeit , die für die Einführung des Gliedes in das weibliche Genitale nötig ist .
Das Corpus cavernosum urethrae füllt sich nicht in dem gleichen Maße , weil sonst durch den Binnendruck die Harnsamenröhre verlegt und die Ausstoßung des Samens ( Ejakulation ) unmöglich würde .
Durch die Volumenzunahme kommt das Glied in engen Kontakt mit den Wänden der Scheide , mit den kleinen Schamlippen und dem Kitzler .
Dadurch werden sowohl beim Mann wie bei der Frau die Genitalnervenkörperchen gereizt .
Diese Reize lösen das Wollustgefühl aus , regen beim Mann im Sakralmark das Erektionszentrum und im Lendenmark das Ejakulationszentrum an , wodurch der Samen mit den Drüsensekreten herausgeschleudert , ejakuliert wird .
Die Reizung der entsprechenden Zentren führt bei der Frau zu weiterer Blutfülle in den Geschlechtsorganen , zur Entlehrung von Drüsen , zur Kontraktion der Scheiden- und schließlich der Uterusmuskulatur ( Orgasmus ) .
"
27.05.2025 23:00:43 CEST,84,M45LADVB,R7MYH3X7,268,"Die A. clitoridis ( Abb .
209 ) ist wesentlich schwächer und teilt sich in gleicher Weise in die A. bulbi vestibuli vaginae , A. urethralis , die A. profunda und dorsalis clitoridis .
"
27.05.2025 23:00:44 CEST,86,M45LADVB,9PKAZJVU,267,"M. ischiocavernosus .
Der Muskel entspringt vom Crus des Corpus cavernosum clitoridis ( bzw. penis ) , umhüllt ( Abb .
174 , 175 , 176 ) diese Schwellkörper , setzt vorn an ihrer Tunica albuginea an und vereinigt sich teils auf dem Dorsum der Schwellkörper schlingenförmig mit Fasern der anderen Seite .
"
27.05.2025 23:00:44 CEST,87,M45LADVB,SY73QC67,244,"In dieses Geflecht sind zahlreiche Ganglienzellen eingelagert , die wir in der Gesamtheit als Ganglion pelvinum ( bei der Frau auch als Frankenhäusersches Ganglion ) bezeichnen .
Von diesen paarigen Beckengeflechten gehen Fasern zu sämtlichen Beckenorganen , umspinnen sie als Plexus rectalis cranialis und caudalis , Plexus prostaticus , Plexus ductus deferentis , Plexus glandulae vesiculosae ( Plexus uterovaginalis ) , Plexus vesicalis .
Sie durchbohren auch den Beckenboden und versorgen als Plexus corporis cavernosi penis und clitoridis die männlichen und weiblichen Schwellkörper .
"
27.05.2025 23:00:44 CEST,88,M45LADVB,BSBCVTMJ,262,"Die Schwellkörper , Corpora cavernosa Um bei der Begattung eine möglichst innige Vereinigung zu ermöglichen und dadurch das Wollustgefühl zu erhöhen , sind sowohl beim Mann wie bei der Frau Körper mit komplizierten Bluträumen ausgebildet , die bei erhöhter Blutfüllung anschwellen .
Sie werden als Schwellkörper bezeichnet .
Ihre Anlage ist zunächst bei beiden Geschlechtern gleich ( s.
S. 229 ) .
"
27.05.2025 23:00:45 CEST,89,M45LADVB,V8MBJZFP,267,"Die den Sinus urogenitalis umgebende Muskulatur sondert sich 1. in quere Züge , die Mm. perinei , ( s.
S. 220 ) 2. in die die Schwellkörper umgebenden Muskeln :
"
